ORGID,Region,Wing,Unit,NextLevel,Name,Type,DateChartered,Status,Scope,UsrID,DateMod,FirstUsr,DateCreated,DateReceived,OrgNotes
723,"SER","FL","169",979,"CECIL FIELD CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","06/20/2006","converted","10/29/1998","02/23/2004",""
726,"NCR","MN","104",317,"RED WING COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","The Red Wing Airport is located across the Mississippi River from Red Wing near Bay City, WI"
727,"NER","ME","036",682,"36TH COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","05/08/2007","converted","10/29/1998","02/23/2004",""
730,"MER","MD","003",1265,"FREDERICK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","kilgallonjc","11/03/2004","converted","10/29/1998","02/23/2004",""
735,"MER","NC","048",1376,"RALEIGH-WAKE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","crawfordde","09/19/2012","converted","10/29/1998","02/23/2004","Seniors meet 1st and 3rd Thursdays of each month at 630pm at the General Aviation Terminal at the Raleigh-Durham International Airport. Cadets meet every Tuesday at the General Aviation Terminal,at 630pm"
736,"PCR","CA","158",1304,"VANDENBERG COMPOSITE SQDN 101","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Park near the intersection of Liberator St and Liberator Ct then enter thru the pedestrian gate.  If no one is there to open the gate, call (216)816-1246 for access."
738,"PCR","CA","414",1044,"SAN FRANCISCO CADET SQDN 86","CADET","01/01/1900","ACTIVE","UNIT","jwright","10/16/2002","converted","10/29/1998","02/23/2004","Armory Drive near rear entrance to SF Zoo; take Herbst Rd off Skyline Blvd"
739,"NER","PA","003",1027,"GROUP 2, PENNSYLVANIA WING","GROUP","01/01/1900","ACTIVE","GROUP","jwright","10/25/2001","converted","10/29/1998","02/23/2004",""
741,"SER","FL","173",979,"SAINT AUGUSTINE COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","06/05/2009","converted","10/29/1998","02/23/2004","-Cadets meet every week.-Seniors do not meet on last week of the month.-Monthly Safety Training is held on first meeting of the month."
742,"SER","FL","423",769,"EGLIN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Monday night meetings are primarily the Cadet Meeting.  If you do not have base access, go to fl423.flwg.us, select the Information tab, and request a sponsor to get you on base. Building parking is accessible from Florida Ave, behind building away from Choctawhatchee Blvd."
743,"PCR","AK","015",626,"ANCHORAGE POLARIS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004",""
744,"GLR","MI","000",223,"MICHIGAN WING HQ SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","RSKONEKI","09/07/1999","converted","10/29/1998","02/23/2004",""
745,"GLR","MI","183",2060,"LIVONIA THUNDERBOLT COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","Website:  www.livoniacap.org"
746,"GLR","MI","117",1986,"VAN DYKE CADET SQDN ","CADET","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004",""
748,"SWR","NM","030",579,"ALBUQUERQUE SENIOR SQDN II","SENIOR","01/01/1900","ACTIVE","UNIT","becka2","07/21/2014","converted","10/29/1998","02/23/2004","Maintenance  Training Meeting at 1800 on the 1st Tuesday of each month at Hangar 333 "
750,"SER","FL","315",418,"CITRUS COUNTY CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","becka2","08/15/2013","converted","10/29/1998","02/23/2004",""
751,"NER","NY","035",94,"CATSKILL MOUNTAIN GROUP","GROUP","01/01/1900","ACTIVE","GROUP","granvilleaw","02/06/2002","converted","10/29/1998","02/23/2004","Headquarters for five county Catskill Mountain Group."
752,"SER","AL","000",97,"ALABAMA WING HQ","COMPOSITE","01/01/1900","ACTIVE","UNIT","RSKONEKI","09/03/1999","converted","10/29/1998","02/23/2004",""
753,"SER","AL","999",97,"ALABAMA STATE LEGISLATIVE SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","RSKONEKI","09/03/1999","converted","10/29/1998","02/23/2004",""
755,"MER","WV","999",1173,"WV STATE LEGISLATIVE SQ","SENIOR","01/01/1900","ACTIVE","UNIT","gjones","03/30/2001","converted","10/29/1998","02/23/2004",""
756,"MER","NC","057",1376,"TAR RIVER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","crawfordde","10/11/2005","converted","10/29/1998","02/23/2004","Squadron meets in the old FAA building at Rocky Mount - Wilson Regional Airport. Cadets meet every Thursday at 1900 and senior members meet on the second Thursday of the month at 1800."
757,"MER","NC","007",2431,"FAYETTEVILLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","crawfordde","03/17/2009","converted","10/29/1998","02/23/2004","Additional unit information and driving directions can be found on the unit website at www.fayettevillecap.org"
758,"NER","NY","073",495,"SCHENECTADY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004",""
760,"RMR","CO","999",1056,"COLORADO LEGISLATIVE SQ","SENIOR","01/01/1900","ACTIVE","UNIT","jwright","12/12/2001","converted","10/29/1998","02/23/2004",""
761,"NER","ME","075",682,"75TH COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","05/08/2007","converted","10/29/1998","02/23/2004",""
762,"SER","AL","087",97,"BESSEMER COMPOSITE SQ","COMPOSITE","01/01/1900","ACTIVE","UNIT","converted","12/24/1997","converted","10/29/1998","02/23/2004","Go into the FBO to  get  through the gate.  Turn left, go past the first building and we are the second building in the pack of the big open area."
765,"NER","NY","212",207,"CANANDAIGUA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004",""
767,"NER","PA","190",256,"BUTLER COMPOSITE SQUADRON 712","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","02/06/2002","converted","10/29/1998","02/23/2004","Visitors are always welcome!  Come see how your local CAP squadron supports our three missions Cadet Programs, Emergency Services and Aerospace Education.Squadron 712 web site www.capbutler.org"
768,"NER","NY","402",667,"JAMESTOWN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004","1662 Shadyside Road Lakewood NY 14750"
769,"SER","FL","434",503,"HEADQUARTERS GROUP 1","GROUP","01/01/1900","ACTIVE","GROUP","RSKONEKI","08/30/1999","converted","10/29/1998","02/23/2004",""
770,"GLR","OH","229",894,"HARRISON CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","wrightjm2","05/18/2012","converted","10/29/1998","02/23/2004",""
774,"GLR","IN","069",2257,"COL JAMES H KASLER SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","griffithrl","07/30/2007","converted","10/29/1998","02/23/2004","We meet the second Friday at 7 p.m., plus the next Saturday morning at 8.30 a.m. each month.  Prospective members are encouraged to call to confirm meeting day and time in case of last minute changes. Call 317-695-7903 or 317-696-3945."
778,"NER","NJ","082",1119,"ALLENTOWN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","yullem","11/22/2011","converted","10/29/1998","02/23/2004","web: http://www.allentown.njwg.cap.gov"
780,"SER","AL","119",97,"REDSTONE COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/22/1998","converted","10/29/1998","02/23/2004",""
781,"SWR","OK","113",2694,"OKLAHOMA CITY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","rossdm","06/05/2015","converted","10/29/1998","02/23/2004","Please contact us before visiting, base security will not allow you access unless you are placed on a pre-approved roster."
782,"RMR","ID","097",46,"EAGLE ROCK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","deanj","08/12/2010","converted","10/29/1998","02/23/2004",""
783,"SWR","TX","177",2241,"SAM HOUSTON COMPOSITE SQDN","COMPOSITE","06/18/2004","ACTIVE","UNIT","thomasbr3","01/07/2006","converted","10/29/1998","06/18/2004",""
784,"MER","NC","023",2431,"CAPE FEAR COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","crawfordde","03/17/2009","converted","10/29/1998","02/23/2004","Meetings are held in the VFW building"
785,"PCR","CA","273",1613,"EUGENE L. CARNAHAN CADET SQDN 85","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Check our Website for More Info - www.cap85.org"
787,"GLR","OH","285",895,"DAYTON SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","grahammj","08/02/2001","converted","10/29/1998","02/23/2004","Squadron has relocated to Wright Patterson AFB, Base Operations building 206."
789,"SER","MS","048",846,"COL BERTA A. EDGE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","12/02/2003","converted","10/29/1998","02/23/2004","Welcome to the Berta A Edge Civil Air Patrol Squadron! Feel free to visit us Tuesday evenings at 630 pm at our outstanding new location at Million Air FBO (Gulfport). Our meetings last until 830 pm so stop by and check us out."
790,"SER","PR","149",1186,"GROUP 5, PUERTO RICO WING","GROUP","01/01/1900","ACTIVE","GROUP","joneskc5","09/05/2012","converted","10/29/1998","02/23/2004",""
791,"NCR","MO","104",885,"GROUP 1","GROUP","01/01/1900","ACTIVE","GROUP","RSKONEKI","02/02/2000","converted","10/29/1998","02/23/2004",""
792,"SWR","LA","014",194,"LAFAYETTE COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","wolfjj","04/29/2008","converted","10/29/1998","02/23/2004","We are located at the American Red Cross Building. "
793,"RMR","CO","179",2654,"PUEBLO EAGLES COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","bowmanh","03/10/2016","converted","10/29/1998","02/23/2004",""
795,"NER","NY","030",751,"ORANGE COUNTY CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","02/19/2004","converted","10/29/1998","02/23/2004",""
796,"PCR","CA","469",1662,"PANCHO BARNES COMPOSITE SQDN 49","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","04/11/2002","converted","10/29/1998","02/23/2004",""
798,"GLR","MI","094",2109,"HIGHPOINT COMPOSITE SQDN ","COMPOSITE","01/01/1900","ACTIVE","UNIT","boehmercj","09/20/2015","converted","10/29/1998","02/23/2004",""
800,"GLR","MI","009",2037,"KALAMAZOO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","Please ring gold bell under grey box for building entry"
801,"SER","TN","087",1203,"KNOXVILLE SENIOR SQDN 1","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","1st & 3rd Monday of the month.  Meeting Time: 1900."
802,"NCR","MN","122",927,"ST CROIX COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","moenmr","11/29/2010","converted","10/29/1998","02/23/2004","Enter Lake Elmo Airport at Entrance -> A <- (closest to railroad tracks). All are welcome!"
804,"NCR","MO","117",552,"SALINE COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Meetings are conducted at the Airport. Please contact the Group (Area) Commander for Saline County if you need further assistance (information, complaints, or grievances) grp3cc@mowg.cap.gov. Thank You. "
807,"NER","PA","089",739,"READING COMPOSITE SQDN 811","COMPOSITE","01/01/1900","ACTIVE","UNIT","brandonse","06/07/2012","converted","10/29/1998","02/23/2004",""
808,"SWR","TX","351",2098,"PEGASUS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","greenjl5","06/02/2011","converted","10/29/1998","02/23/2004","Anyone interested in joining may attend two meetings before they decide.  Senior staff meeting is at 1100am at 2nd Saturday Meetings."
810,"PCR","CA","034",1613,"AUBURN-STARR COMPOSITE SQDN 92","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","08/22/2011","converted","10/29/1998","02/23/2004","Seniors meet the 2nd & 4th Thursdays of every month"
812,"SWR","TX","241",2537,"WILD HORSE DESERT COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","10/30/2013","converted","10/29/1998","02/23/2004",""
814,"PCR","OR","065",930,"AURORA COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","09/01/2011","converted","10/29/1998","02/23/2004","Visitors welcome!"
815,"GLR","OH","282",895,"WRIGHT BROTHERS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","10/05/2001","converted","10/29/1998","02/23/2004","OUR UNIT MEETS ON THURSDAY EVENINGS AT 7PM IN CLAYTON, OHIO. FOR DETAILED DIRECTIONS AND MAPS, VISIT OUR WEBSITE AT WWW.SQUADRON282.COM. ALL ARE WELCOME! "
818,"SER","AL","118",97,"PELL CITY COMPOSITE SQ 118","COMPOSITE","01/01/1900","ACTIVE","UNIT","bharrison","12/08/1999","converted","10/29/1998","02/23/2004","Cadets meet every Thurs at 1800. For Cadet information contact Maj. John Randolph at 205.229.0376 or Tskfor1@gmx.com.Seniors Meet every other Thurs. at Pell City Airport at 1830. For Senior information contact Maj. James Gosnell at 205.365.7298 or Contrajim@aol.com "
819,"GLR","KY","011",2723,"PADUCAH COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","feltsmc1","03/21/2016","converted","10/29/1998","02/23/2004","We meet in the ARMED FORCES READINESS CENTER. Go to the main hallway and turn right. Go through the double doors and our office is on the left."
824,"NER","PA","010",739,"JESSE JONES COMPOSITE SQDN 304","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","12/27/2001","converted","10/29/1998","02/23/2004","http://www.squadron304.us"
825,"MER","DC","045",555,"MOUNT VERNON COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/22/1998","converted","10/29/1998","02/23/2004","Seniors meet on the 2nd and 4th Thursday. Cadets every Thursday. "
826,"SER","PR","126",1632,"MUNIZ ANG BASE CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","fernandezc","05/04/2015","converted","10/29/1998","02/23/2004",""
827,"RMR","UT","069",451,"CEDAR MUSTANGS CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","becka2","03/07/2014","converted","10/29/1998","02/23/2004","Contact David Asay For CADET membership information 435-463-3555 or uryiservices@gmail.com "
828,"PCR","CA","240",1304,"SANTA BARBARA FLIGHT 131","FLIGHT","01/01/1900","ACTIVE","UNIT","neesemk","11/24/2015","converted","10/29/1998","02/23/2004","Seniors meet 2nd and 4th Thursdays at 1900, Cadets meet Weekly on Thursday at 1830 "
830,"MER","MD","013",915,"TOWSON COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
832,"NER","NY","153",1530,"LEROY R. GRUMMAN CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","01/12/2011","converted","10/29/1998","02/23/2004",""
833,"NER","PA","025",256,"ALLEGHENY COUNTY COMPOSITE SQDN 602","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","03/04/2002","converted","10/29/1998","02/23/2004","Squadron Website http://capsqd602.com"
834,"SER","FL","051",1388,"CHARLOTTE COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","yostme","08/22/2006","converted","10/29/1998","02/23/2004","Seniors and Cadet meetings are held at our location of, 7355 Utilities Road, Unit C, Punta Gorda, Florida, 33982.  "
836,"NCR","SD","058",1363,"BIG SIOUX COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","bharrison","05/18/2000","converted","10/29/1998","02/23/2004","Squadron HQ is located at the old terminal building."
840,"NCR","KS","123",1100,"NEW CENTURY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/23/1998","converted","10/29/1998","02/23/2004","CADETS MEET TUES 1830-2100 AT KANSAS ARMY NATL GUARD ARMORY--1601 W OLD HWY 56, OLATHE , KS  66061."
843,"PCR","WA","049",2665,"PAINE FIELD COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
844,"NCR","IA","001",244,"IOWA WING HEADQUARTERS","WING","01/01/1900","ACTIVE","WING","jgriggs","02/10/2004","converted","10/29/1998","02/23/2004","Office Number: 515-205-5654 and Fax: 563-556-8897"
845,"NCR","IA","043",844,"DUBUQUE COMPOSITE SQDN 43","COMPOSITE","01/01/1900","ACTIVE","UNIT","RSKONEKI","09/07/1999","converted","10/29/1998","02/23/2004","Cadets meet every week and Seniors meet at 19:00 on the third Tuesday of the month."
846,"SER","MS","001",179,"MISSISSIPPI WING HQ","WING","01/01/1900","ACTIVE","WING","converted","03/17/1998","converted","10/29/1998","02/23/2004",""
847,"GLR","IL","075",1082,"WOODFIELD COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","oethrl","10/05/2015","converted","10/29/1998","02/23/2004",""
848,"NCR","MO","119",552,"119TH EAST CENTRAL COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","fullermc","12/31/2013","converted","10/29/1998","07/11/2007","1800 Hrs.  6pm - Opening Formation2025 Hrs.  8PM - Closing FormationYou are cordially invited to visit our squadron!  Please contact me so that we may honor you as our quest!I welcome your inquires!Commanders Cell Phone 520-234-4433Squadron Telephone 573-263-3298Email terry@k-weekly.comTerry Brady Commander 119th Sq.Please contact Group (Area) Commander for the 119th if you need further assistance (information, complaints, or grievances) grp3cc@mowg.cap.gov. Thanks"
849,"NCR","MO","018",552,"CENTRAL MISSOURI COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Please contact the Group (Area) Commander for Columbia if you need further assistance (information, complaints, or grievances) grp3cc@mowg.cap.gov. Thank You. "
851,"GLR","OH","139",1837,"COLUMBUS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","06/07/2007","converted","10/29/1998","02/23/2004","Beightler Armory is located on the North side of OSU Airport. "
852,"PCR","CA","425",1662,"TEHACHAPI COMPOSITE SQDN 46","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
853,"PCR","CA","155",1304,"BOB BEEVERS COMPOSITE SQUADRON 103","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","05/26/2009","converted","10/29/1998","02/23/2004","SENIORS MEET 2ND TUES EACH MONTH  700 - 830PM.  CADETS MEET EACH TUESDAY OF THE MONTH.  2 MEETING PLACES.  ESTRELLA WARBIRD MUSEUM IN PASO ROBLES MEETS 2ND, 3RD AND 4TH TUESDAYS OF THE MONTH AND SOMETIMES ON THE FIRST SATURDAY OF THE MONTH.  MAIN MEETIN PLACE IS BEHIND CUESTA COLLEGE AT THE HELIPAD LOCATION EVEY TUESDAY."
854,"GLR","OH","236",20,"LAKEFRONT T-BIRDS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","snelltr","02/04/2008","converted","10/29/1998","02/23/2004","Primary meeting site is  Burke Lakefront Airport, 1501 North Marginal Road in the executive meeting rooms. Due the Federal Aviation Regulation Part 139 certificate, certain operational and safety standards apply, specifically all Guests or Prospective Members are required to show identification or be accompanied by parent or guardian. Contact squadron commander for current meeting site information."
855,"NER","NH","016",652,"GREATER NASHUA COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","04/29/2008","converted","10/29/1998","02/23/2004","Seniors meet 2nd and 4th Thurday of each month at The Academy for Science and Design. Cadets meet every Thursday at The Academy for Science and Design."
